episode,method,seed,team_size,communication_mode,step,coverage,coverage_delta,known_free_cells,newly_explored_free_cells,step_path_length,cumulative_team_path_length,waiting_robots,deadlocked_robots,deadlock_recoveries,preferred_vertex_conflicts,preferred_swap_conflicts,preferred_proximity_conflicts,preferred_conflict_step,actual_collision_pairs,actual_collision_step,conflict_avoided_step,minimum_preferred_pairwise_distance,minimum_proposed_pairwise_distance,minimum_actual_pairwise_distance,dynamic_safety_blocks,static_safety_blocks,contact_pairs,communication_packets_delta,communication_bytes_delta,map_packets_delta,map_bytes_delta,resolver_backtracking_nodes,escape_robot_ids,used_serial_fallback,step_runtime_ms,communication_payload_bytes_delta,communication_map_packets_delta,communication_region_packets_delta,communication_motion_packets_delta,communication_map_bytes_delta,communication_region_bytes_delta,communication_motion_bytes_delta,communication_payload_cells_delta,communication_cells_received_delta,communication_encode_ms_delta,communication_decode_apply_ms_delta,communication_exchange_wall_ms_delta,communication_delivery_events_delta,communication_conflicts_delta,communication_local_map_sync_ms_delta,communication_header_bytes_delta,communication_index_bytes_delta,communication_value_bytes_delta,communication_raw_equivalent_bytes_delta,communication_dense_grid_reference_bytes_delta,communication_deferred_cells_delta
84,LiteDARE-Full-ContactAware,8402082,4,compressed,1,0.333592052157715,0.09042222912139086,8596,2330,28.0,28.0,0,0,0,0,0,0,False,0,False,False,20.39607810974121,20.39607810974121,20.39607810974121,0,0,1,4,22343,2,22343,4,[],False,1513.1912440992892,22487,2,0,2,22343,0,144,4443,4443,0.1259748823940754,0.13898126780986786,0.3185989335179329,4,0,0.6124181672930717,128,17772,4443,22343,500128,0
84,LiteDARE-Full-ContactAware,8402082,4,compressed,2,0.47912139087239985,0.14552933871468487,12346,3750,35.31370830535889,63.31370830535889,0,0,0,0,0,0,False,0,False,False,28.284271240234375,28.284271240234375,28.284271240234375,0,0,0,0,0,0,0,4,[],False,1627.0585269667208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519830733537674,0,0,0,0,0,0
84,LiteDARE-Full-ContactAware,8402082,4,compressed,3,0.5655464141570941,0.0864250232846942,14573,2227,35.31370830535889,98.62741661071777,0,0,0,0,0,0,False,0,False,False,23.323806762695312,23.323806762695312,23.323806762695312,0,0,0,0,0,0,0,4,[],False,1465.1723578572273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5163326859474182,0,0,0,0,0,0
84,LiteDARE-Full-ContactAware,8402082,4,compressed,4,0.587938528407327,0.02239211425023291,15150,577,33.20225238800049,131.82966899871826,0,0,0,0,0,0,False,0,False,False,29.120439529418945,29.120439529418945,29.120439529418945,0,0,0,0,0,0,0,4,[],False,1597.278802189976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45972270891070366,0,0,0,0,0,0
84,LiteDARE-Full-ContactAware,8402082,4,compressed,5,0.6378065818068923,0.04986805339956535,16435,1285,33.8885440826416,165.71821308135986,0,0,0,0,0,0,False,0,False,False,25.612497329711914,25.612497329711914,25.612497329711914,0,0,0,0,0,0,0,4,[],False,1505.2320612594485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4721754230558872,0,0,0,0,0,0
84,LiteDARE-Full-ContactAware,8402082,4,compressed,6,0.6464607264824589,0.008654144675566577,16658,223,33.8885440826416,199.60675716400146,0,0,0,0,0,0,False,0,False,False,20.0,20.0,20.0,0,0,0,0,0,0,0,4,[],False,1594.8631991632283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47126784920692444,0,0,0,0,0,0
84,LiteDARE-Full-ContactAware,8402082,4,compressed,7,0.6521266687364172,0.005665942253958334,16804,146,32.9442720413208,232.55102920532227,0,0,0,0,0,0,False,0,False,False,8.9442720413208,8.9442720413208,8.9442720413208,0,0,0,0,0,0,0,4,[],False,1502.0674667321146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4891287535429001,0,0,0,0,0,0
84,LiteDARE-Full-ContactAware,8402082,4,compressed,8,0.6521266687364172,0.0,16804,0,34.85910654067993,267.4101357460022,0,0,0,0,0,0,False,0,False,False,12.0,8.0,8.0,0,0,1,4,32388,2,32388,4,[],False,1702.8582668863237,32532,2,0,2,32388,0,144,6452,6452,0.0892183743417263,0.20712101832032204,0.3504231572151184,4,0,0.4230043850839138,128,25808,6452,58178,500128,0
84,LiteDARE-Full-ContactAware,8402082,4,compressed,9,0.652243092207389,0.00011642347097173822,16807,3,33.91483449935913,301.3249702453613,0,0,0,0,0,0,False,0,False,False,12.0,12.0,12.0,0,0,1,5,58993,2,58993,4,[],False,1505.4967431351542,59237,2,1,2,58993,100,144,11773,11773,0.10861922055482864,0.28900615870952606,0.4776553250849247,4,0,0.46877702698111534,128,47092,11773,58993,500128,0
84,LiteDARE-Full-ContactAware,8402082,4,compressed,10,0.652243092207389,0.0,16807,0,32.97056245803833,334.29553270339966,0,0,0,0,0,0,False,0,False,False,28.0,24.331050872802734,24.331050872802734,0,0,1,4,98798,2,98798,4,[],False,1698.358483146876,98942,2,0,2,98798,0,144,19734,19734,0.12932159006595612,0.5644829943776131,0.8113314397633076,4,0,0.3854525275528431,128,78936,19734,98798,500128,0
