episode,method,seed,team_size,communication_mode,step,coverage,coverage_delta,known_free_cells,newly_explored_free_cells,step_path_length,cumulative_team_path_length,waiting_robots,deadlocked_robots,deadlock_recoveries,preferred_vertex_conflicts,preferred_swap_conflicts,preferred_proximity_conflicts,preferred_conflict_step,actual_collision_pairs,actual_collision_step,conflict_avoided_step,minimum_preferred_pairwise_distance,minimum_proposed_pairwise_distance,minimum_actual_pairwise_distance,dynamic_safety_blocks,static_safety_blocks,contact_pairs,communication_packets_delta,communication_bytes_delta,map_packets_delta,map_bytes_delta,resolver_backtracking_nodes,escape_robot_ids,used_serial_fallback,step_runtime_ms,communication_payload_bytes_delta,communication_map_packets_delta,communication_region_packets_delta,communication_motion_packets_delta,communication_map_bytes_delta,communication_region_bytes_delta,communication_motion_bytes_delta,communication_payload_cells_delta,communication_cells_received_delta,communication_encode_ms_delta,communication_decode_apply_ms_delta,communication_exchange_wall_ms_delta,communication_delivery_events_delta,communication_conflicts_delta,communication_local_map_sync_ms_delta,communication_header_bytes_delta,communication_index_bytes_delta,communication_value_bytes_delta,communication_raw_equivalent_bytes_delta,communication_dense_grid_reference_bytes_delta,communication_deferred_cells_delta
80,LiteDARE-Full-ContactAware,8001062,2,compressed,1,0.27084468664850136,0.07811080835603998,5964,1720,16.9442720413208,16.9442720413208,0,0,0,0,0,0,False,0,False,False,46.81879806518555,46.81879806518555,46.81879806518555,0,0,0,0,0,0,0,2,[],False,795.0872187502682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34120166674256325,0,0,0,0,0,0
80,LiteDARE-Full-ContactAware,8001062,2,compressed,2,0.4228882833787466,0.15204359673024526,9312,3348,16.9442720413208,33.8885440826416,0,0,0,0,0,0,False,0,False,False,40.0,40.0,40.0,0,0,0,0,0,0,0,2,[],False,807.899460196495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29035937041044235,0,0,0,0,0,0
80,LiteDARE-Full-ContactAware,8001062,2,compressed,3,0.47243415077202544,0.04954586739327882,10403,1091,12.9442720413208,46.8328161239624,0,0,0,0,0,0,False,0,False,False,52.15361785888672,52.15361785888672,52.15361785888672,0,0,0,0,0,0,0,2,[],False,838.3554639294744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250253826379776,0,0,0,0,0,0
80,LiteDARE-Full-ContactAware,8001062,2,compressed,4,0.4896457765667575,0.017211625794732066,10782,379,13.656854152679443,60.489670276641846,0,0,0,0,0,0,False,0,False,False,51.22499465942383,51.22499465942383,51.22499465942383,0,0,0,0,0,0,0,2,[],False,750.1570200547576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26503950357437134,0,0,0,0,0,0
80,LiteDARE-Full-ContactAware,8001062,2,compressed,5,0.5574023614895549,0.0677565849227974,12274,1492,16.9442720413208,77.43394231796265,0,0,0,0,0,0,False,0,False,False,53.81449508666992,53.81449508666992,53.81449508666992,0,0,0,0,0,0,0,2,[],False,857.6707639731467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2676662988960743,0,0,0,0,0,0
80,LiteDARE-Full-ContactAware,8001062,2,compressed,6,0.5990009082652135,0.04159854677565855,13190,916,13.656854152679443,91.09079647064209,0,0,0,0,0,0,False,0,False,False,40.0,43.26661682128906,43.26661682128906,0,0,0,0,0,0,0,2,[],False,785.7099757529795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2698386088013649,0,0,0,0,0,0
80,LiteDARE-Full-ContactAware,8001062,2,compressed,7,0.611353315168029,0.012352406902815583,13462,272,16.9442720413208,108.03506851196289,0,0,0,0,0,0,False,0,False,False,34.4093017578125,34.4093017578125,34.4093017578125,0,0,0,0,0,0,0,2,[],False,848.4939951449633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24570617824792862,0,0,0,0,0,0
80,LiteDARE-Full-ContactAware,8001062,2,compressed,8,0.655858310626703,0.044504995458673924,14442,980,16.0,124.03506851196289,0,0,0,0,0,0,False,0,False,False,23.323806762695312,23.323806762695312,23.323806762695312,0,0,0,0,0,0,0,2,[],False,714.2386576160789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26837969198822975,0,0,0,0,0,0
80,LiteDARE-Full-ContactAware,8001062,2,compressed,9,0.7011353315168029,0.045277020890099884,15439,997,13.656854152679443,137.69192266464233,0,0,0,0,0,0,False,0,False,False,17.8885440826416,17.8885440826416,17.8885440826416,0,0,0,0,0,0,0,2,[],False,809.9811137653887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24866266176104546,0,0,0,0,0,0
80,LiteDARE-Full-ContactAware,8001062,2,compressed,10,0.7084922797456857,0.007356948228882887,15601,162,17.8885440826416,155.58046674728394,0,0,0,0,0,0,False,0,False,False,20.39607810974121,20.39607810974121,20.39607810974121,0,0,0,0,0,0,0,2,[],False,827.9815120622516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2649580128490925,0,0,0,0,0,0
