episode,method,seed,team_size,communication_mode,step,coverage,coverage_delta,known_free_cells,newly_explored_free_cells,step_path_length,cumulative_team_path_length,waiting_robots,deadlocked_robots,deadlock_recoveries,preferred_vertex_conflicts,preferred_swap_conflicts,preferred_proximity_conflicts,preferred_conflict_step,actual_collision_pairs,actual_collision_step,conflict_avoided_step,minimum_preferred_pairwise_distance,minimum_proposed_pairwise_distance,minimum_actual_pairwise_distance,dynamic_safety_blocks,static_safety_blocks,contact_pairs,communication_packets_delta,communication_bytes_delta,map_packets_delta,map_bytes_delta,resolver_backtracking_nodes,escape_robot_ids,used_serial_fallback,step_runtime_ms,communication_payload_bytes_delta,communication_map_packets_delta,communication_region_packets_delta,communication_motion_packets_delta,communication_map_bytes_delta,communication_region_bytes_delta,communication_motion_bytes_delta,communication_payload_cells_delta,communication_cells_received_delta,communication_encode_ms_delta,communication_decode_apply_ms_delta,communication_exchange_wall_ms_delta,communication_delivery_events_delta,communication_conflicts_delta,communication_local_map_sync_ms_delta,communication_header_bytes_delta,communication_index_bytes_delta,communication_value_bytes_delta,communication_raw_equivalent_bytes_delta,communication_dense_grid_reference_bytes_delta,communication_deferred_cells_delta,communication_packet_losses_delta
99,LiteDARE-Full-ContactAware,9901062,2,compressed,1,0.1657440805685511,0.04424841969929644,4641,1239,20.257980346679688,20.257980346679688,0,0,0,0,0,0,False,0,False,False,37.735923767089844,37.735923767089844,37.735923767089844,0,0,0,0,0,0,0,2,[],False,773.3773500658572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32598990947008133,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,2,0.22027784721974214,0.05453376665119103,6168,1527,16.9442720413208,37.20225238800049,0,0,0,0,0,0,False,0,False,False,34.4093017578125,34.4093017578125,34.4093017578125,0,0,0,0,0,0,0,2,[],False,859.9814376793802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35204319283366203,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,3,0.3086318345773365,0.08835398735759437,8642,2474,16.0,53.20225238800049,0,0,0,0,0,0,False,0,False,False,45.607017517089844,45.607017517089844,45.607017517089844,0,0,0,0,0,0,0,2,[],False,826.3500747270882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37412066012620926,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,4,0.3292025284811257,0.020570693903789183,9218,576,16.9442720413208,70.14652442932129,0,0,0,0,0,0,False,0,False,False,61.057350158691406,61.057350158691406,61.057350158691406,0,0,0,0,0,0,0,2,[],False,976.7015650868416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33403560519218445,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,5,0.3869861790650334,0.05778365058390772,10836,1618,16.9442720413208,87.09079647064209,0,0,0,0,0,0,False,0,False,False,68.3520278930664,68.3520278930664,68.3520278930664,0,0,0,0,0,0,0,2,[],False,730.9519108384848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3367150202393532,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,6,0.433270240348559,0.04628406128352558,12132,1296,13.656854152679443,100.74765062332153,0,0,0,0,0,0,False,0,False,False,69.05070495605469,69.05070495605469,69.05070495605469,0,0,0,0,0,0,0,2,[],False,959.8144618794322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3254418261349201,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,7,0.46287632584550553,0.029606085496946544,12961,829,16.9442720413208,117.69192266464233,0,0,0,0,0,0,False,0,False,False,72.11102294921875,72.11102294921875,72.11102294921875,0,0,0,0,0,0,0,2,[],False,860.3890063241124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3011263906955719,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,8,0.4810542480625692,0.018177922217063658,13470,509,13.656854152679443,131.34877681732178,0,0,0,0,0,0,False,0,False,False,68.11754608154297,68.4689712524414,68.4689712524414,0,0,0,0,0,0,0,2,[],False,894.9578329920769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33850083127617836,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,9,0.4946609049676797,0.013606656905110537,13851,381,16.9442720413208,148.29304885864258,0,0,0,0,0,0,False,0,False,False,72.44308471679688,72.44308471679688,72.44308471679688,0,0,0,0,0,0,0,2,[],False,773.9634499885142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33993739634752274,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,10,0.5349094675190171,0.04024856255133741,14978,1127,16.9442720413208,165.23732089996338,0,0,0,0,0,0,False,0,False,False,68.4689712524414,68.4689712524414,68.4689712524414,0,0,0,0,0,0,0,2,[],False,944.6003069169819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3088335506618023,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,11,0.5941573515231598,0.059247884004142715,16637,1659,16.9442720413208,182.18159294128418,0,0,0,0,0,0,False,0,False,False,72.44308471679688,72.44308471679688,72.44308471679688,0,0,0,0,0,0,0,2,[],False,873.0514026246965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3195395693182945,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,12,0.6299775008035428,0.03582014928038291,17640,1003,16.9442720413208,199.12586498260498,0,0,0,0,0,0,False,0,False,False,68.4689712524414,68.4689712524414,68.4689712524414,0,0,0,0,0,0,0,2,[],False,979.9598301760852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3042686730623245,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,13,0.6955465876218706,0.06556908681832785,19476,1836,16.97056245803833,216.0964274406433,0,0,0,0,0,0,False,0,False,False,57.27128601074219,57.27128601074219,57.27128601074219,0,0,0,0,0,0,0,2,[],False,838.5180379264057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36024395376443863,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,14,0.7578300774972322,0.062283489875361586,21220,1744,16.9442720413208,233.0406994819641,0,0,0,0,0,0,False,0,False,False,40.79215621948242,40.79215621948242,40.79215621948242,0,0,0,0,0,0,0,2,[],False,852.2396562620997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3506019711494446,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,15,0.760579979286454,0.0027499017892218536,21297,77,16.9442720413208,249.9849715232849,0,0,0,0,0,0,False,0,False,False,24.331050872802734,24.331050872802734,24.331050872802734,0,0,0,0,0,0,0,2,[],False,977.112369146198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31147245317697525,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,16,0.760579979286454,0.0,21297,0,12.0,261.9849715232849,0,0,0,0,0,0,False,0,False,False,12.649110794067383,12.649110794067383,12.649110794067383,0,0,0,0,0,0,0,2,[],False,917.7651610225439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3068717196583748,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,17,0.760579979286454,0.0,21297,0,12.0,273.9849715232849,0,0,0,0,0,0,False,0,False,False,4.0,4.0,4.0,0,0,0,0,0,0,0,2,[],False,847.8540009818971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33515458926558495,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,18,0.760579979286454,0.0,21297,0,17.8885440826416,291.8735156059265,0,0,0,0,0,0,False,0,False,False,16.0,16.492422103881836,16.492422103881836,0,0,1,4,126338,2,126338,2,[],False,1040.6128880567849,126482,2,0,2,126338,0,144,25242,25242,0.4412173293530941,0.8193138055503368,1.508267130702734,4,0,0.3050323575735092,128,100968,25242,126338,500128,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,19,0.760579979286454,0.0,21297,0,19.313708305358887,311.1872239112854,0,0,0,0,0,0,False,0,False,False,32.24903106689453,32.24903106689453,32.24903106689453,0,0,0,0,0,0,0,2,[],False,947.3081808537245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25763269513845444,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,20,0.760579979286454,0.0,21297,0,16.9442720413208,328.1314959526062,0,0,0,0,0,0,False,0,False,False,48.66210174560547,48.66210174560547,48.66210174560547,0,0,0,0,0,0,0,2,[],False,831.8832800723612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2800240181386471,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,21,0.760579979286454,0.0,21297,0,19.313708305358887,347.4452042579651,0,0,0,0,0,0,False,0,False,False,64.0,64.0,64.0,0,0,0,0,0,0,0,2,[],False,929.203465115279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27520162984728813,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,22,0.760579979286454,0.0,21297,0,19.313708305358887,366.758912563324,0,0,0,0,0,0,False,0,False,False,72.0,72.0,72.0,0,0,0,0,0,0,0,2,[],False,904.9527416937053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29491959139704704,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,23,0.760579979286454,0.0,21297,0,17.8885440826416,384.6474566459656,0,0,0,0,0,0,False,0,False,False,64.0,64.0,64.0,0,0,0,0,0,0,0,2,[],False,904.5467022806406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25773001834750175,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,24,0.760579979286454,0.0,21297,0,16.0,400.6474566459656,0,0,0,0,0,0,False,0,False,False,64.0,64.0,64.0,0,0,0,0,0,0,0,2,[],False,792.6598712801933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26516569778323174,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,25,0.760579979286454,0.0,21297,0,16.9442720413208,417.5917286872864,0,0,0,0,0,0,False,0,False,False,60.0,60.0,60.0,0,0,0,0,0,0,0,2,[],False,893.9878796227276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2674194984138012,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,26,0.7641512803114174,0.0035713010249633914,21397,100,19.313708305358887,436.90543699264526,0,0,0,0,0,0,False,0,False,False,54.4058837890625,54.4058837890625,54.4058837890625,0,0,0,0,0,0,0,2,[],False,912.6052148640156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3095511347055435,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,27,0.7744723402735617,0.010321059962144274,21686,289,16.9442720413208,453.84970903396606,0,0,0,0,0,0,False,0,False,False,52.15361785888672,52.15361785888672,52.15361785888672,0,0,0,0,0,0,0,2,[],False,912.5711796805263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2921554259955883,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,28,0.7942573479518589,0.019785007678297162,22240,554,16.0,469.84970903396606,0,0,0,0,0,0,False,0,False,False,50.91168975830078,50.91168975830078,50.91168975830078,0,0,0,0,0,0,0,2,[],False,930.0967799499631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32164575532078743,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,29,0.8608978250776758,0.06664047712581689,24106,1866,16.9442720413208,486.79398107528687,0,0,0,0,0,0,False,0,False,False,44.72135925292969,44.72135925292969,44.72135925292969,0,0,0,0,0,0,0,2,[],False,824.3687087669969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34975865855813026,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,30,0.9019320738545052,0.041034248776829485,25255,1149,14.601126194000244,501.3951072692871,0,0,0,0,0,0,False,0,False,False,32.98484420776367,32.98484420776367,32.98484420776367,0,0,0,0,0,0,0,2,[],False,1031.2628261744976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3529796376824379,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,31,0.9172886682618477,0.015356594407342494,25685,430,16.9442720413208,518.3393793106079,0,0,0,0,0,0,False,0,False,False,16.492422103881836,16.492422103881836,16.492422103881836,0,0,0,0,0,0,0,2,[],False,912.664060946554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36849500611424446,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,32,0.9172886682618477,0.0,25685,0,13.656854152679443,531.9962334632874,0,0,0,0,0,0,False,0,False,False,17.8885440826416,14.422204971313477,14.422204971313477,0,0,0,0,0,0,0,2,[],False,890.9483132883906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3318050876259804,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,33,0.9204314131638156,0.0031427449019678644,25773,88,19.313708305358887,551.3099417686462,0,0,0,0,0,0,False,0,False,False,12.0,12.0,12.0,0,0,0,0,0,0,0,2,[],False,1055.3205232135952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31804246827960014,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,34,0.9208599692868111,0.00042855612299552703,25785,12,19.313708305358887,570.6236500740051,0,0,0,0,0,0,False,0,False,False,14.422204971313477,14.422204971313477,14.422204971313477,0,0,1,5,37298,2,37298,2,[],False,892.2181450761855,37542,2,1,2,37298,100,144,7434,7434,0.30972808599472046,0.2250303514301777,0.653768889605999,4,0,0.31189899891614914,128,29736,7434,269128,500128,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,35,0.9208599692868111,0.0,25785,0,20.257980346679688,590.8816304206848,0,0,0,0,0,0,False,0,False,False,8.9442720413208,8.0,8.0,0,0,0,0,0,0,0,2,[],False,907.6225599274039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3362535499036312,0,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,36,0.9208599692868111,0.0,25785,0,12.9442720413208,603.8259024620056,0,0,0,0,0,0,False,0,False,False,17.8885440826416,17.8885440826416,17.8885440826416,0,0,1,5,428,2,428,2,[],False,889.3218338489532,672,2,1,2,428,100,144,60,60,0.24661095812916756,0.06579887121915817,0.3613913431763649,4,0,0.2676299773156643,128,240,60,281018,500128,0,0
