episode,method,seed,team_size,communication_mode,step,coverage,coverage_delta,known_free_cells,newly_explored_free_cells,step_path_length,cumulative_team_path_length,waiting_robots,deadlocked_robots,deadlock_recoveries,preferred_vertex_conflicts,preferred_swap_conflicts,preferred_proximity_conflicts,preferred_conflict_step,actual_collision_pairs,actual_collision_step,conflict_avoided_step,minimum_preferred_pairwise_distance,minimum_proposed_pairwise_distance,minimum_actual_pairwise_distance,dynamic_safety_blocks,static_safety_blocks,contact_pairs,communication_packets_delta,communication_bytes_delta,map_packets_delta,map_bytes_delta,resolver_backtracking_nodes,escape_robot_ids,used_serial_fallback,step_runtime_ms,communication_payload_bytes_delta,communication_map_packets_delta,communication_region_packets_delta,communication_motion_packets_delta,communication_map_bytes_delta,communication_region_bytes_delta,communication_motion_bytes_delta,communication_payload_cells_delta,communication_cells_received_delta,communication_encode_ms_delta,communication_decode_apply_ms_delta,communication_exchange_wall_ms_delta,communication_delivery_events_delta,communication_conflicts_delta,communication_local_map_sync_ms_delta,communication_header_bytes_delta,communication_index_bytes_delta,communication_value_bytes_delta,communication_raw_equivalent_bytes_delta,communication_dense_grid_reference_bytes_delta,communication_deferred_cells_delta,communication_packet_losses_delta
46,LiteDARE-MapOnly,4601082,4,compressed,1,0.37627571047260167,0.07889778615167214,9586,2010,21.656854152679443,21.656854152679443,0,0,0,0,0,0,False,0,False,False,34.4093017578125,34.4093017578125,34.4093017578125,0,0,0,0,0,0,0,0,[],False,1590.5716493725777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5917241796851158,0,0,0,0,0,0,0
46,LiteDARE-MapOnly,4601082,4,compressed,2,0.456743601821322,0.08046789134872034,11636,2050,20.0,41.65685415267944,0,0,0,0,0,0,False,0,False,False,28.844409942626953,28.844409942626953,28.844409942626953,0,0,0,0,0,0,0,0,[],False,1574.3356156162918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5517113022506237,0,0,0,0,0,0,0
46,LiteDARE-MapOnly,4601082,4,compressed,3,0.49579996859789605,0.039056366776574036,12631,995,22.601126194000244,64.25798034667969,0,0,0,0,0,0,False,0,False,False,30.463092803955078,30.463092803955078,30.463092803955078,0,0,0,0,0,0,0,0,[],False,1676.3986190780997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5320878699421883,0,0,0,0,0,0,0
46,LiteDARE-MapOnly,4601082,4,compressed,4,0.5311273355314806,0.03532736693358457,13531,900,32.489670276641846,96.74765062332153,0,0,0,0,0,0,False,0,False,False,36.878177642822266,36.878177642822266,36.878177642822266,0,0,0,0,0,0,0,0,[],False,1555.7594699785113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5613872781395912,0,0,0,0,0,0,0
46,LiteDARE-MapOnly,4601082,4,compressed,5,0.6647432878002826,0.13361595226880196,16935,3404,22.601126194000244,119.34877681732178,0,0,0,0,0,0,False,0,False,False,33.941123962402344,33.941123962402344,33.941123962402344,0,0,0,0,0,0,0,0,[],False,1693.8746576197445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5750940181314945,0,0,0,0,0,0,0
46,LiteDARE-MapOnly,4601082,4,compressed,6,0.6862929816297691,0.02154969382948657,17484,549,25.8885440826416,145.23732089996338,0,0,0,0,0,0,False,0,False,False,25.298221588134766,25.298221588134766,25.298221588134766,0,0,0,0,0,0,0,0,[],False,1408.7894028052688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5413126200437546,0,0,0,0,0,0,0
46,LiteDARE-MapOnly,4601082,4,compressed,7,0.7100800753650495,0.023787093735280318,18090,606,28.9442720413208,174.18159294128418,0,0,0,0,0,0,False,0,False,False,12.649110794067383,12.649110794067383,12.649110794067383,0,0,0,0,0,0,0,0,[],False,1599.218839313835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5740048363804817,0,0,0,0,0,0,0
46,LiteDARE-MapOnly,4601082,4,compressed,8,0.714790390956194,0.004710315591144543,18210,120,12.0,186.18159294128418,1,0,0,1,0,1,True,0,False,True,0.0,0.0,8.9442720413208,0,1,0,0,0,0,0,0,[],False,1668.1243339553475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5185664631426334,0,0,0,0,0,0,0
46,LiteDARE-MapOnly,4601082,4,compressed,9,0.7198147275867484,0.005024336630554349,18338,128,30.832816123962402,217.01440906524658,0,0,0,0,0,0,False,0,False,False,8.9442720413208,8.9442720413208,8.9442720413208,0,0,1,2,55903,2,55903,0,[],False,1612.631571944803,55903,2,0,0,55903,0,0,11155,11155,0.34974655136466026,0.3785709850490093,0.8526411838829517,2,0,0.5235876888036728,128,44620,11155,55903,500128,0,0
46,LiteDARE-MapOnly,4601082,4,compressed,10,0.7210315591144607,0.0012168315277123476,18369,31,26.601126194000244,243.61553525924683,0,0,0,0,0,0,False,0,False,False,4.0,4.0,4.0,0,0,1,2,128,2,128,0,[],False,1764.075106009841,128,2,0,0,128,0,0,0,0,0.24472735822200775,0.025185290724039078,0.28955331072211266,2,0,0.5247239023447037,128,0,0,96378,500128,0,0
