candidate,metric,pairs,mean_diff,ci_low,ci_high
LiteDARE-L4,success_rate,400,0.01,-0.0025,0.025
LiteDARE-L4,final_coverage,400,0.00020560307200614692,-0.0005407097675108986,0.000948358298325435
LiteDARE-L4,coverage_auc,400,-0.002231363780679942,-0.007868094401079072,0.0033546608954931295
LiteDARE-L2,success_rate,400,0.005,-0.01,0.02
LiteDARE-L2,final_coverage,400,0.00027566672769267607,-0.00033094074909175407,0.0009614934377995024
LiteDARE-L2,coverage_auc,400,-0.0010235471424314346,-0.0063889412068258,0.00441501950074108
