episode,method,seed,team_size,communication_mode,step,coverage,coverage_delta,known_free_cells,newly_explored_free_cells,step_path_length,cumulative_team_path_length,waiting_robots,deadlocked_robots,deadlock_recoveries,preferred_vertex_conflicts,preferred_swap_conflicts,preferred_proximity_conflicts,preferred_conflict_step,actual_collision_pairs,actual_collision_step,conflict_avoided_step,minimum_preferred_pairwise_distance,minimum_proposed_pairwise_distance,minimum_actual_pairwise_distance,dynamic_safety_blocks,static_safety_blocks,contact_pairs,communication_packets_delta,communication_bytes_delta,map_packets_delta,map_bytes_delta,resolver_backtracking_nodes,escape_robot_ids,used_serial_fallback,step_runtime_ms,communication_payload_bytes_delta,communication_map_packets_delta,communication_region_packets_delta,communication_motion_packets_delta,communication_map_bytes_delta,communication_region_bytes_delta,communication_motion_bytes_delta,communication_payload_cells_delta,communication_cells_received_delta,communication_encode_ms_delta,communication_decode_apply_ms_delta,communication_exchange_wall_ms_delta,communication_delivery_events_delta,communication_conflicts_delta,communication_local_map_sync_ms_delta,communication_header_bytes_delta,communication_index_bytes_delta,communication_value_bytes_delta,communication_raw_equivalent_bytes_delta,communication_dense_grid_reference_bytes_delta,communication_deferred_cells_delta
99,LiteDARE-Full-ContactAware,9903082,4,compressed,1,0.35484446984036283,0.07889003964144137,9936,2209,33.8885440826416,33.8885440826416,0,0,0,0,0,0,False,0,False,False,21.540658950805664,21.540658950805664,21.540658950805664,0,0,0,0,0,0,0,4,[],False,1603.4242156893015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6381035782396793,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9903082,4,compressed,2,0.4490553908788972,0.09421092103853435,12574,2638,32.9442720413208,66.8328161239624,0,0,0,0,0,0,False,0,False,False,21.540658950805664,21.540658950805664,21.540658950805664,0,0,0,0,0,0,0,4,[],False,1547.9453140869737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5313130095601082,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9903082,4,compressed,3,0.5259097889361094,0.07685439805721223,14726,2152,31.313708305358887,98.14652442932129,0,0,0,0,0,0,False,0,False,False,12.0,12.0,12.0,0,0,0,0,0,0,0,4,[],False,1587.052043993026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5484572611749172,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9903082,4,compressed,4,0.5724081282811329,0.046498339345023454,16028,1302,28.257980346679688,126.40450477600098,0,0,0,0,0,0,False,0,False,False,17.8885440826416,17.8885440826416,17.8885440826416,0,0,1,4,46973,2,46973,4,[],False,1666.127284988761,47117,2,0,2,46973,0,144,9369,9369,0.10672304779291153,0.27855997905135155,0.4547061398625374,4,0,0.5121794529259205,128,37476,9369,46973,500128,0
99,LiteDARE-Full-ContactAware,9903082,4,compressed,5,0.657655083747009,0.08524695546587613,18415,2387,28.0,154.40450477600098,0,0,0,0,0,0,False,0,False,False,8.0,8.0,8.0,0,0,0,0,0,0,0,4,[],False,1687.1020458638668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55336719378829,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9903082,4,compressed,6,0.7107603299882147,0.05310524624120572,19902,1487,25.8885440826416,180.29304885864258,0,0,0,0,0,0,False,0,False,False,16.492422103881836,16.0,16.0,0,0,1,4,88148,2,88148,4,[],False,1656.6637801006436,88292,2,0,2,88148,0,144,17604,17604,0.13763923197984695,0.4645218141376972,0.7121446542441845,4,0,0.5179662257432938,128,70416,17604,88148,500128,0
99,LiteDARE-Full-ContactAware,9903082,4,compressed,7,0.7261526374058069,0.015392307417592233,20333,431,27.545398235321045,207.83844709396362,0,0,0,0,0,0,False,0,False,False,17.8885440826416,20.0,20.0,0,0,0,0,0,0,0,4,[],False,1713.1117009557784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4630894400179386,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9903082,4,compressed,8,0.7571515303024892,0.03099889289668223,21201,868,28.9442720413208,236.78271913528442,0,0,0,0,0,0,False,0,False,False,8.9442720413208,8.9442720413208,8.9442720413208,0,0,0,0,0,0,0,4,[],False,1558.3750298246741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4713027738034725,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9903082,4,compressed,9,0.7632941680654263,0.006142637762937109,21373,172,28.9442720413208,265.7269911766052,0,0,0,0,0,0,False,0,False,False,5.656854152679443,5.656854152679443,5.656854152679443,0,0,0,0,0,0,0,4,[],False,1607.6509840786457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5051461048424244,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9903082,4,compressed,10,0.7976500839255741,0.034355915860147856,22335,962,36.25798034667969,301.9849715232849,0,0,0,0,0,0,False,0,False,False,20.39607810974121,20.39607810974121,20.39607810974121,0,0,1,5,47668,2,47668,4,[],False,1592.784145846963,47912,2,1,2,47668,100,144,9508,9508,0.111396424472332,0.30679069459438324,0.4940098151564598,4,0,0.4856828600168228,128,38032,9508,131828,500128,0
