team_size,map_index,metric,trials,mean_paired_difference,median_paired_difference
2,89,mean_robot_map_free_iou,4,0.0,0.0
2,90,mean_robot_map_free_iou,4,0.0,0.0
2,91,mean_robot_map_free_iou,4,0.0,0.0
2,92,mean_robot_map_free_iou,4,0.0,0.0
2,93,mean_robot_map_free_iou,4,0.0,0.0
2,94,mean_robot_map_free_iou,4,0.0,0.0
2,95,mean_robot_map_free_iou,4,0.0,0.0
2,96,mean_robot_map_free_iou,4,0.0,0.0
2,97,mean_robot_map_free_iou,4,0.0,0.0
2,98,mean_robot_map_free_iou,4,0.0,0.0
2,99,mean_robot_map_free_iou,4,0.0,0.0
2,0,reached_95_rate,4,0.0,0.0
2,1,reached_95_rate,4,0.0,0.0
2,2,reached_95_rate,4,0.0,0.0
2,3,reached_95_rate,4,0.0,0.0
2,4,reached_95_rate,4,0.0,0.0
2,5,reached_95_rate,4,0.0,0.0
2,6,reached_95_rate,4,0.0,0.0
2,7,reached_95_rate,4,0.0,0.0
2,8,reached_95_rate,4,0.0,0.0
2,9,reached_95_rate,4,0.0,0.0
2,10,reached_95_rate,4,0.0,0.0
2,11,reached_95_rate,4,0.0,0.0
2,12,reached_95_rate,4,0.0,0.0
2,13,reached_95_rate,4,0.0,0.0
2,14,reached_95_rate,4,0.0,0.0
2,15,reached_95_rate,4,0.0,0.0
2,16,reached_95_rate,4,0.0,0.0
2,17,reached_95_rate,4,0.0,0.0
2,18,reached_95_rate,4,0.0,0.0
2,19,reached_95_rate,4,0.0,0.0
2,20,reached_95_rate,4,0.0,0.0
2,21,reached_95_rate,4,0.0,0.0
2,22,reached_95_rate,4,0.0,0.0
2,23,reached_95_rate,4,0.0,0.0
2,24,reached_95_rate,4,0.0,0.0
2,25,reached_95_rate,4,0.0,0.0
2,26,reached_95_rate,4,0.0,0.0
2,27,reached_95_rate,4,0.0,0.0
2,28,reached_95_rate,4,0.0,0.0
2,29,reached_95_rate,4,0.0,0.0
2,30,reached_95_rate,4,0.0,0.0
2,31,reached_95_rate,4,0.0,0.0
2,32,reached_95_rate,4,0.0,0.0
2,33,reached_95_rate,4,0.0,0.0
2,34,reached_95_rate,4,0.0,0.0
2,35,reached_95_rate,4,0.0,0.0
2,36,reached_95_rate,4,0.0,0.0
2,37,reached_95_rate,4,0.0,0.0
2,38,reached_95_rate,4,0.0,0.0
2,39,reached_95_rate,4,0.0,0.0
2,40,reached_95_rate,4,0.0,0.0
2,41,reached_95_rate,4,0.0,0.0
2,42,reached_95_rate,4,0.0,0.0
2,43,reached_95_rate,4,0.0,0.0
2,44,reached_95_rate,4,0.0,0.0
