episode,method,seed,team_size,communication_mode,step,robot_id,previous_x,previous_y,preferred_x,preferred_y,proposed_x,proposed_y,actual_x,actual_y,path_increment,cumulative_robot_path,wait_flag,dynamic_blocked,static_blocked,consecutive_wait_steps,deadlock_flag,recovered_flag,revisit_flag,cross_robot_overlap_flag
47,LiteDARE-Full-ContactAware,4700122,8,compressed,0,0,-48.0,-8.0,-48.0,-8.0,-48.0,-8.0,-48.0,-8.0,0.0,0.0,True,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,0,1,4.0,-12.0,4.0,-12.0,4.0,-12.0,4.0,-12.0,0.0,0.0,True,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,0,2,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,0.0,0.0,True,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,0,3,-12.0,-40.0,-12.0,-40.0,-12.0,-40.0,-12.0,-40.0,0.0,0.0,True,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,0,4,-44.0,12.0,-44.0,12.0,-44.0,12.0,-44.0,12.0,0.0,0.0,True,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,0,5,-36.0,28.0,-36.0,28.0,-36.0,28.0,-36.0,28.0,0.0,0.0,True,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,0,6,-52.0,-44.0,-52.0,-44.0,-52.0,-44.0,-52.0,-44.0,0.0,0.0,True,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,0,7,-24.0,-4.0,-24.0,-4.0,-24.0,-4.0,-24.0,-4.0,0.0,0.0,True,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,1,0,-48.0,-8.0,-48.0,-16.0,-48.0,-16.0,-48.0,-16.0,8.0,8.0,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,1,1,4.0,-12.0,4.0,-4.0,4.0,-4.0,4.0,-4.0,8.0,8.0,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,1,2,-20.0,-20.0,-24.0,-12.0,-24.0,-12.0,-24.0,-12.0,8.9442720413208,8.9442720413208,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,1,3,-12.0,-40.0,-12.0,-32.0,-12.0,-32.0,-12.0,-32.0,8.0,8.0,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,1,4,-44.0,12.0,-44.0,20.0,-44.0,20.0,-44.0,20.0,8.0,8.0,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,1,5,-36.0,28.0,-44.0,28.0,-44.0,28.0,-44.0,28.0,8.0,8.0,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,1,6,-52.0,-44.0,-48.0,-36.0,-48.0,-36.0,-48.0,-36.0,8.9442720413208,8.9442720413208,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,1,7,-24.0,-4.0,-28.0,4.0,-28.0,4.0,-28.0,4.0,8.9442720413208,8.9442720413208,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,2,0,-48.0,-16.0,-48.0,-24.0,-48.0,-24.0,-48.0,-24.0,8.0,16.0,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,2,1,4.0,-4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,16.0,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,2,2,-24.0,-12.0,-28.0,-4.0,-28.0,-4.0,-28.0,-4.0,8.9442720413208,17.8885440826416,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,2,3,-12.0,-32.0,-20.0,-32.0,-20.0,-32.0,-20.0,-32.0,8.0,16.0,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,2,4,-44.0,20.0,-36.0,12.0,-36.0,12.0,-36.0,12.0,11.313708305358887,19.313708305358887,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,2,5,-44.0,28.0,-52.0,24.0,-52.0,24.0,-52.0,24.0,8.9442720413208,16.9442720413208,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,2,6,-48.0,-36.0,-48.0,-28.0,-48.0,-28.0,-48.0,-28.0,8.0,16.9442720413208,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,2,7,-28.0,4.0,-36.0,12.0,-32.0,12.0,-32.0,12.0,8.9442720413208,17.8885440826416,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,3,0,-48.0,-24.0,-40.0,-28.0,-40.0,-28.0,-40.0,-28.0,8.9442720413208,24.9442720413208,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,3,1,4.0,4.0,4.0,-4.0,0.0,-4.0,0.0,-4.0,8.9442720413208,24.9442720413208,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,3,2,-28.0,-4.0,-28.0,4.0,-28.0,4.0,-28.0,4.0,8.0,25.8885440826416,False,False,False,0,False,False,True,True
47,LiteDARE-Full-ContactAware,4700122,8,compressed,3,3,-20.0,-32.0,-12.0,-32.0,-12.0,-36.0,-12.0,-36.0,8.9442720413208,24.9442720413208,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,3,4,-36.0,12.0,-44.0,16.0,-44.0,16.0,-44.0,16.0,8.9442720413208,28.257980346679688,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,3,5,-52.0,24.0,-48.0,16.0,-48.0,16.0,-48.0,16.0,8.9442720413208,25.8885440826416,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,3,6,-48.0,-28.0,-40.0,-28.0,-44.0,-28.0,-44.0,-28.0,4.0,20.9442720413208,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,3,7,-32.0,12.0,-24.0,16.0,-24.0,16.0,-24.0,16.0,8.9442720413208,26.832816123962402,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,4,0,-40.0,-28.0,-32.0,-28.0,-32.0,-28.0,-32.0,-28.0,8.0,32.9442720413208,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,4,1,0.0,-4.0,4.0,-8.0,4.0,-8.0,4.0,-8.0,5.656854152679443,30.601126194000244,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,4,2,-28.0,4.0,-36.0,12.0,-36.0,12.0,-36.0,12.0,11.313708305358887,37.20225238800049,False,False,False,0,False,False,True,True
47,LiteDARE-Full-ContactAware,4700122,8,compressed,4,3,-12.0,-36.0,-4.0,-28.0,-4.0,-28.0,-4.0,-28.0,11.313708305358887,36.25798034667969,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,4,4,-44.0,16.0,-36.0,16.0,-36.0,16.0,-36.0,16.0,8.0,36.25798034667969,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,4,5,-48.0,16.0,-52.0,24.0,-56.0,20.0,-56.0,20.0,8.9442720413208,34.8328161239624,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,4,6,-44.0,-28.0,-36.0,-28.0,-36.0,-28.0,-36.0,-28.0,8.0,28.9442720413208,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,4,7,-24.0,16.0,-16.0,16.0,-16.0,16.0,-16.0,16.0,8.0,34.8328161239624,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,5,0,-32.0,-28.0,-24.0,-32.0,-24.0,-32.0,-24.0,-32.0,8.9442720413208,41.8885440826416,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,5,1,4.0,-8.0,0.0,-12.0,0.0,-12.0,0.0,-12.0,5.656854152679443,36.25798034667969,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,5,2,-36.0,12.0,-28.0,4.0,-28.0,8.0,-28.0,8.0,8.9442720413208,46.14652442932129,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,5,3,-4.0,-28.0,4.0,-28.0,4.0,-28.0,4.0,-28.0,8.0,44.25798034667969,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,5,4,-36.0,16.0,-28.0,16.0,-28.0,16.0,-28.0,16.0,8.0,44.25798034667969,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,5,5,-56.0,20.0,-52.0,24.0,-52.0,24.0,-52.0,24.0,5.656854152679443,40.489670276641846,False,False,False,0,False,False,True,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,5,6,-36.0,-28.0,-28.0,-36.0,-28.0,-36.0,-28.0,-36.0,11.313708305358887,40.25798034667969,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,5,7,-16.0,16.0,-24.0,16.0,-20.0,16.0,-20.0,16.0,4.0,38.8328161239624,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,6,0,-24.0,-32.0,-16.0,-32.0,-16.0,-32.0,-16.0,-32.0,8.0,49.8885440826416,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,6,1,0.0,-12.0,-8.0,-16.0,-8.0,-16.0,-8.0,-16.0,8.9442720413208,45.20225238800049,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,6,2,-28.0,8.0,-28.0,0.0,-28.0,0.0,-28.0,0.0,8.0,54.14652442932129,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,6,3,4.0,-28.0,4.0,-36.0,4.0,-36.0,4.0,-36.0,8.0,52.25798034667969,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,6,4,-28.0,16.0,-20.0,16.0,-24.0,16.0,-24.0,16.0,4.0,48.25798034667969,False,False,False,0,False,False,True,True
47,LiteDARE-Full-ContactAware,4700122,8,compressed,6,5,-52.0,24.0,-52.0,28.0,-52.0,28.0,-52.0,28.0,4.0,44.489670276641846,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,6,6,-28.0,-36.0,-20.0,-32.0,-20.0,-32.0,-20.0,-32.0,8.9442720413208,49.20225238800049,False,False,False,0,False,False,True,True
47,LiteDARE-Full-ContactAware,4700122,8,compressed,6,7,-20.0,16.0,-12.0,16.0,-12.0,16.0,-12.0,16.0,8.0,46.8328161239624,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,7,0,-16.0,-32.0,-12.0,-32.0,-12.0,-32.0,-12.0,-32.0,4.0,53.8885440826416,False,False,False,0,False,False,True,True
47,LiteDARE-Full-ContactAware,4700122,8,compressed,7,1,-8.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,8.0,53.20225238800049,False,False,False,0,False,False,False,False
47,LiteDARE-Full-ContactAware,4700122,8,compressed,7,2,-28.0,0.0,-20.0,-8.0,-20.0,-8.0,-20.0,-8.0,11.313708305358887,65.46023273468018,False,False,False,0,False,False,False,False
