episode,method,seed,team_size,communication_mode,step,coverage,coverage_delta,known_free_cells,newly_explored_free_cells,step_path_length,cumulative_team_path_length,waiting_robots,deadlocked_robots,deadlock_recoveries,preferred_vertex_conflicts,preferred_swap_conflicts,preferred_proximity_conflicts,preferred_conflict_step,actual_collision_pairs,actual_collision_step,conflict_avoided_step,minimum_preferred_pairwise_distance,minimum_proposed_pairwise_distance,minimum_actual_pairwise_distance,dynamic_safety_blocks,static_safety_blocks,contact_pairs,communication_packets_delta,communication_bytes_delta,map_packets_delta,map_bytes_delta,resolver_backtracking_nodes,escape_robot_ids,used_serial_fallback,step_runtime_ms,communication_payload_bytes_delta,communication_map_packets_delta,communication_region_packets_delta,communication_motion_packets_delta,communication_map_bytes_delta,communication_region_bytes_delta,communication_motion_bytes_delta,communication_payload_cells_delta,communication_cells_received_delta,communication_encode_ms_delta,communication_decode_apply_ms_delta,communication_exchange_wall_ms_delta,communication_delivery_events_delta,communication_conflicts_delta,communication_local_map_sync_ms_delta,communication_header_bytes_delta,communication_index_bytes_delta,communication_value_bytes_delta,communication_raw_equivalent_bytes_delta,communication_dense_grid_reference_bytes_delta,communication_deferred_cells_delta
95,LiteDARE-Full-ContactAware,9503122,8,compressed,1,0.6777099799336582,0.1348130554076744,16549,3292,71.09079647064209,71.09079647064209,0,0,0,0,0,0,False,0,False,False,8.0,8.0,8.0,0,0,0,0,0,0,0,8,[],False,3328.185814898461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2769275344908237,0,0,0,0,0,0
95,LiteDARE-Full-ContactAware,9503122,8,compressed,2,0.7174740980384127,0.03976411810475444,17520,971,61.8885440826416,132.9793405532837,0,0,0,1,0,1,True,0,False,True,0.0,4.0,4.0,0,0,1,5,34168,2,34168,9,[],False,3417.4268539063632,34412,2,1,2,34168,100,144,6808,6808,0.10878127068281174,0.1902901567518711,0.36945194005966187,4,0,1.171031966805458,128,27232,6808,34168,500128,0
95,LiteDARE-Full-ContactAware,9503122,8,compressed,3,0.7555182439903354,0.038044145951922737,18449,929,73.46023273468018,206.43957328796387,0,0,0,0,0,0,False,0,False,False,12.649110794067383,12.649110794067383,12.649110794067383,0,0,2,10,28646,4,28646,8,[],False,3199.0128699690104,29134,4,2,4,28646,200,288,5678,5678,0.19725272431969643,0.2535204403102398,0.5274591967463493,8,0,1.1383425444364548,256,22712,5678,71706,1000256,0
95,LiteDARE-Full-ContactAware,9503122,8,compressed,4,0.7698103935460092,0.014292149555673817,18798,349,57.8885440826416,264.32811737060547,0,0,0,1,0,1,True,0,False,True,0.0,4.0,4.0,0,0,0,0,0,0,0,9,[],False,3325.5358007736504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9917812421917915,0,0,0,0,0,0
95,LiteDARE-Full-ContactAware,9503122,8,compressed,5,0.8292313362545559,0.0594209427085467,20249,1451,67.7770881652832,332.1052055358887,0,0,0,0,0,0,False,0,False,False,4.0,4.0,4.0,0,0,1,4,52358,2,52358,8,[],False,3333.0781292170286,52502,2,0,2,52358,0,144,10446,10446,0.12051267549395561,0.3259275108575821,0.5306722596287727,4,0,1.1064866557717323,128,41784,10446,52358,500128,0
95,LiteDARE-Full-ContactAware,9503122,8,compressed,6,0.8621974691838322,0.032966132929276304,21054,805,70.14652442932129,402.25172996520996,0,0,0,0,0,0,False,0,False,False,4.0,4.0,4.0,0,0,3,16,202549,6,202549,8,[],False,3441.608068998903,203381,6,4,6,202549,400,432,40433,40433,0.39581628516316414,0.7349606603384018,1.3881800696253777,12,0,1.0952632874250412,384,161732,40433,291319,1500384,0
95,LiteDARE-Full-ContactAware,9503122,8,compressed,7,0.8906998648593308,0.028502395675498615,21750,696,67.7770881652832,470.02881813049316,0,0,0,0,0,0,False,0,False,False,5.656854152679443,4.0,4.0,0,0,5,20,479475,10,479475,9,[],False,3729.751289822161,480195,10,0,10,479475,0,720,95767,95767,0.6990781985223293,1.6715931706130505,2.8859958983957767,20,0,0.933806411921978,640,383068,95767,640095,2500640,0
95,LiteDARE-Full-ContactAware,9503122,8,compressed,8,0.9321839551169172,0.04148409025758637,22763,1013,71.09079647064209,541.1196146011353,0,0,0,0,0,0,False,0,False,False,5.656854152679443,5.656854152679443,5.656854152679443,0,0,4,20,97457,8,97457,8,[],False,3347.2495428286493,98427,8,4,8,97457,394,576,19389,19389,0.3006337210536003,0.5445503629744053,0.9951372630894184,16,0,0.9170956909656525,512,77556,19389,571177,2000512,0
95,LiteDARE-Full-ContactAware,9503122,8,compressed,9,0.970965231991482,0.038781276874564785,23710,947,67.57168865203857,608.6913032531738,0,0,0,0,0,0,False,0,False,False,4.0,4.0,4.0,0,0,0,0,0,0,0,8,[],False,3266.5147283114493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9509352967143059,0,0,0,0,0,0
95,LiteDARE-Full-ContactAware,9503122,8,compressed,10,0.9999590482820754,0.02899381629059339,24418,708,70.17281484603882,678.8641180992126,0,0,0,0,0,0,False,0,False,False,11.313708305358887,8.0,8.0,0,0,1,5,163403,2,163403,8,[],False,3471.0811427794397,163647,2,1,2,163403,100,144,32655,32655,0.1814025454223156,0.38000429049134254,0.7337783463299274,4,0,0.8651511743664742,128,130620,32655,163403,500128,0
