descriptor,team_size,communication_mode,stratum,metric,n,mean,median
map_obstacle_ratio,8,none,low,steps_to_95_conditional,136,20.154411764705884,17.0
map_obstacle_ratio,8,none,low,map_payload_kib,136,0.0,0.0
map_obstacle_ratio,8,none,low,map_payload_kib_per_robot,136,0.0,0.0
map_obstacle_ratio,8,none,low,communication_packets_recorded,136,0.0,0.0
map_obstacle_ratio,8,none,low,packets_per_robot,136,0.0,0.0
map_obstacle_ratio,8,none,low,map_retransmission_packets,136,0.0,0.0
map_obstacle_ratio,8,none,medium,final_coverage,132,0.9974671020417215,0.9991376681815778
map_obstacle_ratio,8,none,medium,coverage_auc,132,0.8541886849007501,0.8534093274933487
map_obstacle_ratio,8,none,medium,mean_robot_map_free_iou,132,0.4898700683485924,0.4368476387662653
map_obstacle_ratio,8,none,medium,reached_95_rate,132,1.0,1.0
map_obstacle_ratio,8,none,medium,steps_to_95_conditional,132,18.977272727272727,14.0
map_obstacle_ratio,8,none,medium,map_payload_kib,132,0.0,0.0
map_obstacle_ratio,8,none,medium,map_payload_kib_per_robot,132,0.0,0.0
map_obstacle_ratio,8,none,medium,communication_packets_recorded,132,0.0,0.0
map_obstacle_ratio,8,none,medium,packets_per_robot,132,0.0,0.0
map_obstacle_ratio,8,none,medium,map_retransmission_packets,132,0.0,0.0
map_obstacle_ratio,8,none,high,final_coverage,132,0.997065263218477,0.9987813329008834
map_obstacle_ratio,8,none,high,coverage_auc,132,0.8674909563631233,0.8629285043479653
map_obstacle_ratio,8,none,high,mean_robot_map_free_iou,132,0.46088282202002623,0.40667012603763897
map_obstacle_ratio,8,none,high,reached_95_rate,132,1.0,1.0
map_obstacle_ratio,8,none,high,steps_to_95_conditional,132,14.530303030303031,11.0
map_obstacle_ratio,8,none,high,map_payload_kib,132,0.0,0.0
map_obstacle_ratio,8,none,high,map_payload_kib_per_robot,132,0.0,0.0
map_obstacle_ratio,8,none,high,communication_packets_recorded,132,0.0,0.0
map_obstacle_ratio,8,none,high,packets_per_robot,132,0.0,0.0
map_obstacle_ratio,8,none,high,map_retransmission_packets,132,0.0,0.0
map_obstacle_ratio,8,raw,low,final_coverage,136,0.9973966989149661,0.9989693143346274
map_obstacle_ratio,8,raw,low,coverage_auc,136,0.8360740553696839,0.8410925545050606
map_obstacle_ratio,8,raw,low,mean_robot_map_free_iou,136,0.6234863963529552,0.6025472693305955
map_obstacle_ratio,8,raw,low,reached_95_rate,136,1.0,1.0
map_obstacle_ratio,8,raw,low,steps_to_95_conditional,136,11.433823529411764,11.0
map_obstacle_ratio,8,raw,low,map_payload_kib,136,4173.046113855698,2819.75
map_obstacle_ratio,8,raw,low,map_payload_kib_per_robot,136,521.6307642319623,352.46875
map_obstacle_ratio,8,raw,low,communication_packets_recorded,136,142.8014705882353,116.5
map_obstacle_ratio,8,raw,low,packets_per_robot,136,17.850183823529413,14.5625
map_obstacle_ratio,8,raw,low,map_retransmission_packets,136,0.0,0.0
map_obstacle_ratio,8,raw,low,retransmission_rate,136,0.0,0.0
map_obstacle_ratio,8,raw,medium,final_coverage,132,0.9978487358996214,0.9994047953023666
map_obstacle_ratio,8,raw,medium,coverage_auc,132,0.8335253417232612,0.8282853694810359
map_obstacle_ratio,8,raw,medium,mean_robot_map_free_iou,132,0.5851176907843679,0.600452477258741
map_obstacle_ratio,8,raw,medium,reached_95_rate,132,1.0,1.0
map_obstacle_ratio,8,raw,medium,steps_to_95_conditional,132,10.977272727272727,10.0
map_obstacle_ratio,8,raw,medium,map_payload_kib,132,3304.765321673769,2528.47607421875
map_obstacle_ratio,8,raw,medium,map_payload_kib_per_robot,132,413.0956652092211,316.05950927734375
map_obstacle_ratio,8,raw,medium,communication_packets_recorded,132,122.59848484848484,112.5
map_obstacle_ratio,8,raw,medium,packets_per_robot,132,15.324810606060606,14.0625
map_obstacle_ratio,8,raw,medium,map_retransmission_packets,132,0.0,0.0
map_obstacle_ratio,8,raw,medium,retransmission_rate,132,0.0,0.0
map_obstacle_ratio,8,raw,high,final_coverage,132,0.9968768817730254,0.997876683008138
map_obstacle_ratio,8,raw,high,coverage_auc,132,0.848587123478092,0.850201512279293
map_obstacle_ratio,8,raw,high,mean_robot_map_free_iou,132,0.5487434677551825,0.5399498081791885
map_obstacle_ratio,8,raw,high,reached_95_rate,132,1.0,1.0
map_obstacle_ratio,8,raw,high,steps_to_95_conditional,132,9.340909090909092,8.0
map_obstacle_ratio,8,raw,high,map_payload_kib,132,2877.876339074337,1805.53515625
map_obstacle_ratio,8,raw,high,map_payload_kib_per_robot,132,359.7345423842921,225.69189453125
map_obstacle_ratio,8,raw,high,communication_packets_recorded,132,111.03787878787878,86.0
map_obstacle_ratio,8,raw,high,packets_per_robot,132,13.879734848484848,10.75
map_obstacle_ratio,8,raw,high,map_retransmission_packets,132,0.0,0.0
map_obstacle_ratio,8,raw,high,retransmission_rate,131,0.0,0.0
