episode,method,seed,team_size,communication_mode,step,coverage,coverage_delta,known_free_cells,newly_explored_free_cells,step_path_length,cumulative_team_path_length,waiting_robots,deadlocked_robots,deadlock_recoveries,preferred_vertex_conflicts,preferred_swap_conflicts,preferred_proximity_conflicts,preferred_conflict_step,actual_collision_pairs,actual_collision_step,conflict_avoided_step,minimum_preferred_pairwise_distance,minimum_proposed_pairwise_distance,minimum_actual_pairwise_distance,dynamic_safety_blocks,static_safety_blocks,contact_pairs,communication_packets_delta,communication_bytes_delta,map_packets_delta,map_bytes_delta,resolver_backtracking_nodes,escape_robot_ids,used_serial_fallback,step_runtime_ms,communication_payload_bytes_delta,communication_map_packets_delta,communication_region_packets_delta,communication_motion_packets_delta,communication_map_bytes_delta,communication_region_bytes_delta,communication_motion_bytes_delta,communication_payload_cells_delta,communication_cells_received_delta,communication_encode_ms_delta,communication_decode_apply_ms_delta,communication_exchange_wall_ms_delta,communication_delivery_events_delta,communication_conflicts_delta,communication_local_map_sync_ms_delta,communication_header_bytes_delta,communication_index_bytes_delta,communication_value_bytes_delta,communication_raw_equivalent_bytes_delta,communication_dense_grid_reference_bytes_delta,communication_deferred_cells_delta
95,LiteDARE-Full-ContactAware,9501102,6,compressed,1,0.6431876817232483,0.10233834309349277,15706,2499,50.8328161239624,50.8328161239624,0,0,0,0,0,0,False,0,False,False,12.0,12.0,12.0,0,0,0,0,0,0,0,6,[],False,2384.1200438328087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8699498139321804,0,0,0,0,0,0
95,LiteDARE-Full-ContactAware,9501102,6,compressed,2,0.7073590237110446,0.0641713419877964,17273,1567,46.8328161239624,97.6656322479248,0,0,0,0,0,0,False,0,False,False,8.9442720413208,8.9442720413208,8.9442720413208,0,0,1,4,26403,2,26403,6,[],False,2471.17050178349,26547,2,0,2,26403,0,144,5255,5255,0.0954573042690754,0.17392495647072792,0.32381387427449226,4,0,0.7754010148346424,128,21020,5255,26403,500128,0
95,LiteDARE-Full-ContactAware,9501102,6,compressed,3,0.728981530775216,0.021622507064171348,17801,528,44.25798034667969,141.9236125946045,0,0,0,0,0,0,False,0,False,False,17.8885440826416,17.8885440826416,17.8885440826416,0,0,0,0,0,0,0,6,[],False,2430.4011212661862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7561133243143559,0,0,0,0,0,0
95,LiteDARE-Full-ContactAware,9501102,6,compressed,4,0.7294729513903109,0.0004914206150948841,17813,12,56.515960693359375,198.43957328796387,0,0,0,0,0,0,False,0,False,False,4.0,4.0,4.0,0,0,0,0,0,0,0,6,[],False,2411.968461703509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8155638352036476,0,0,0,0,0,0
95,LiteDARE-Full-ContactAware,9501102,6,compressed,5,0.7422498873827758,0.012776935992464877,18125,312,51.31370830535889,249.75328159332275,0,0,0,0,0,0,False,0,False,False,5.656854152679443,5.656854152679443,5.656854152679443,0,0,1,5,50278,2,50278,6,[],False,2450.3347338177264,50522,2,1,2,50278,100,144,10030,10030,0.1056985929608345,0.25948043912649155,0.43753767386078835,4,0,0.7638735696673393,128,40120,10030,50278,500128,0
95,LiteDARE-Full-ContactAware,9501102,6,compressed,6,0.7558868094516565,0.013636922068880786,18458,333,46.8328161239624,296.58609771728516,0,0,0,0,0,0,False,0,False,False,8.9442720413208,8.0,8.0,0,0,3,12,317344,6,317344,6,[],False,2849.8843261040747,317776,6,0,6,317344,0,432,63392,63392,0.4175645299255848,1.1737928725779057,1.9243513233959675,12,0,0.696694478392601,384,253568,63392,317344,1500384,0
95,LiteDARE-Full-ContactAware,9501102,6,compressed,7,0.799623244195094,0.04373643474343747,19526,1068,46.85910654067993,343.4452042579651,0,0,0,0,0,0,False,0,False,False,8.9442720413208,8.9442720413208,8.9442720413208,0,0,2,14,31111,4,31111,6,[],False,2515.3836351819336,31999,4,6,4,31111,600,288,6171,6171,0.17329491674900055,0.18606847152113914,0.4320223815739155,8,0,0.7581813260912895,256,24684,6171,317081,1000256,0
95,LiteDARE-Full-ContactAware,9501102,6,compressed,8,0.8135468282894467,0.013923584094352681,19866,340,46.8328161239624,390.2780203819275,0,0,0,0,0,0,False,0,False,False,8.9442720413208,8.9442720413208,8.9442720413208,0,0,2,10,40766,4,40766,6,[],False,2432.4248619377613,41254,4,2,4,40766,200,288,8102,8102,0.1512463204562664,0.17112726345658302,0.4070587456226349,8,0,0.6914134137332439,256,32408,8102,237856,1000256,0
95,LiteDARE-Full-ContactAware,9501102,6,compressed,9,0.8806666939678119,0.06711986567836525,21505,1639,56.515960693359375,446.79398107528687,0,0,0,0,0,0,False,0,False,False,12.0,12.0,12.0,0,0,0,0,0,0,0,6,[],False,2560.6581829488277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7161889225244522,0,0,0,0,0,0
95,LiteDARE-Full-ContactAware,9501102,6,compressed,10,0.9269421352225726,0.046275441254760685,22635,1130,44.9442720413208,491.73825311660767,0,0,0,0,0,0,False,0,False,False,11.313708305358887,11.313708305358887,11.313708305358887,0,0,0,0,0,0,0,6,[],False,2611.1742448993027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747456680983305,0,0,0,0,0,0
