episode,method,seed,team_size,communication_mode,step,coverage,coverage_delta,known_free_cells,newly_explored_free_cells,step_path_length,cumulative_team_path_length,waiting_robots,deadlocked_robots,deadlock_recoveries,preferred_vertex_conflicts,preferred_swap_conflicts,preferred_proximity_conflicts,preferred_conflict_step,actual_collision_pairs,actual_collision_step,conflict_avoided_step,minimum_preferred_pairwise_distance,minimum_proposed_pairwise_distance,minimum_actual_pairwise_distance,dynamic_safety_blocks,static_safety_blocks,contact_pairs,communication_packets_delta,communication_bytes_delta,map_packets_delta,map_bytes_delta,resolver_backtracking_nodes,escape_robot_ids,used_serial_fallback,step_runtime_ms,communication_payload_bytes_delta,communication_map_packets_delta,communication_region_packets_delta,communication_motion_packets_delta,communication_map_bytes_delta,communication_region_bytes_delta,communication_motion_bytes_delta,communication_payload_cells_delta,communication_cells_received_delta,communication_encode_ms_delta,communication_decode_apply_ms_delta,communication_exchange_wall_ms_delta,communication_delivery_events_delta,communication_conflicts_delta,communication_local_map_sync_ms_delta,communication_header_bytes_delta,communication_index_bytes_delta,communication_value_bytes_delta,communication_raw_equivalent_bytes_delta,communication_dense_grid_reference_bytes_delta,communication_deferred_cells_delta
99,LiteDARE-Full-ContactAware,9901062,2,compressed,1,0.1657440805685511,0.04424841969929644,4641,1239,20.257980346679688,20.257980346679688,0,0,0,0,0,0,False,0,False,False,37.735923767089844,37.735923767089844,37.735923767089844,0,0,0,0,0,0,0,2,[],False,827.7433952316642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3279070369899273,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,2,0.22027784721974214,0.05453376665119103,6168,1527,16.9442720413208,37.20225238800049,0,0,0,0,0,0,False,0,False,False,34.4093017578125,34.4093017578125,34.4093017578125,0,0,0,0,0,0,0,2,[],False,703.4305301494896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2823411487042904,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,3,0.3086318345773365,0.08835398735759437,8642,2474,16.0,53.20225238800049,0,0,0,0,0,0,False,0,False,False,45.607017517089844,45.607017517089844,45.607017517089844,0,0,0,0,0,0,0,2,[],False,772.2127102315426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2788114361464977,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,4,0.3292025284811257,0.020570693903789183,9218,576,16.9442720413208,70.14652442932129,0,0,0,0,0,0,False,0,False,False,61.057350158691406,61.057350158691406,61.057350158691406,0,0,0,0,0,0,0,2,[],False,813.8749673962593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2561085857450962,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,5,0.3869861790650334,0.05778365058390772,10836,1618,16.9442720413208,87.09079647064209,0,0,0,0,0,0,False,0,False,False,68.3520278930664,68.3520278930664,68.3520278930664,0,0,0,0,0,0,0,2,[],False,842.3569868318737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2818540669977665,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,6,0.433270240348559,0.04628406128352558,12132,1296,13.656854152679443,100.74765062332153,0,0,0,0,0,0,False,0,False,False,69.05070495605469,69.05070495605469,69.05070495605469,0,0,0,0,0,0,0,2,[],False,677.1533689461648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26737432926893234,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,7,0.46287632584550553,0.029606085496946544,12961,829,16.9442720413208,117.69192266464233,0,0,0,0,0,0,False,0,False,False,72.11102294921875,72.11102294921875,72.11102294921875,0,0,0,0,0,0,0,2,[],False,812.3302501626313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2698884345591068,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,8,0.4810542480625692,0.018177922217063658,13470,509,13.656854152679443,131.34877681732178,0,0,0,0,0,0,False,0,False,False,68.11754608154297,68.4689712524414,68.4689712524414,0,0,0,0,0,0,0,2,[],False,799.2489719763398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2763313241302967,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,9,0.4946609049676797,0.013606656905110537,13851,381,16.9442720413208,148.29304885864258,0,0,0,0,0,0,False,0,False,False,72.44308471679688,72.44308471679688,72.44308471679688,0,0,0,0,0,0,0,2,[],False,756.2160100787878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25127269327640533,0,0,0,0,0,0
99,LiteDARE-Full-ContactAware,9901062,2,compressed,10,0.5349094675190171,0.04024856255133741,14978,1127,16.9442720413208,165.23732089996338,0,0,0,0,0,0,False,0,False,False,68.4689712524414,68.4689712524414,68.4689712524414,0,0,0,0,0,0,0,2,[],False,765.661290846765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28018513694405556,0,0,0,0,0,0
