episode,method,seed,team_size,communication_mode,step,coverage,coverage_delta,known_free_cells,newly_explored_free_cells,step_path_length,cumulative_team_path_length,waiting_robots,deadlocked_robots,deadlock_recoveries,preferred_vertex_conflicts,preferred_swap_conflicts,preferred_proximity_conflicts,preferred_conflict_step,actual_collision_pairs,actual_collision_step,conflict_avoided_step,minimum_preferred_pairwise_distance,minimum_proposed_pairwise_distance,minimum_actual_pairwise_distance,dynamic_safety_blocks,static_safety_blocks,contact_pairs,communication_packets_delta,communication_bytes_delta,map_packets_delta,map_bytes_delta,resolver_backtracking_nodes,escape_robot_ids,used_serial_fallback,step_runtime_ms,communication_payload_bytes_delta,communication_map_packets_delta,communication_region_packets_delta,communication_motion_packets_delta,communication_map_bytes_delta,communication_region_bytes_delta,communication_motion_bytes_delta,communication_payload_cells_delta,communication_cells_received_delta,communication_encode_ms_delta,communication_decode_apply_ms_delta,communication_exchange_wall_ms_delta,communication_delivery_events_delta,communication_conflicts_delta,communication_local_map_sync_ms_delta,communication_header_bytes_delta,communication_index_bytes_delta,communication_value_bytes_delta,communication_raw_equivalent_bytes_delta,communication_dense_grid_reference_bytes_delta,communication_deferred_cells_delta
86,LiteDARE-Full-ContactAware,8601122,8,compressed,1,0.6335377539287084,0.13859716366423924,16529,3616,71.09079647064209,71.09079647064209,0,0,0,0,0,0,False,0,False,False,16.0,16.0,16.0,0,0,0,0,0,0,0,8,[],False,3105.1559005863965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1453269980847836,0,0,0,0,0,0
86,LiteDARE-Full-ContactAware,8601122,8,compressed,2,0.7651590647757761,0.13162131084706774,19963,3434,69.20225238800049,140.29304885864258,0,0,0,0,0,0,False,0,False,False,14.422204971313477,14.422204971313477,14.422204971313477,0,0,0,0,0,0,0,8,[],False,3386.1187580041587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0680840350687504,0,0,0,0,0,0
86,LiteDARE-Full-ContactAware,8601122,8,compressed,3,0.795975469528555,0.030816404752778914,20767,804,68.51596069335938,208.80900955200195,0,0,0,0,0,0,False,0,False,False,4.0,4.0,4.0,0,0,0,0,0,0,0,8,[],False,3253.0461559072137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1398461647331715,0,0,0,0,0,0
86,LiteDARE-Full-ContactAware,8601122,8,compressed,4,0.8131851284016864,0.017209658873131417,21216,449,63.7770881652832,272.58609771728516,0,0,0,0,0,0,False,0,False,False,4.0,4.0,4.0,0,0,2,9,80466,4,80466,8,[],False,3436.7993022315204,80854,4,1,4,80466,100,288,16042,16042,0.21428102627396584,0.41562458500266075,0.7584989070892334,8,0,1.0055205784738064,256,64168,16042,80466,1000256,0
86,LiteDARE-Full-ContactAware,8601122,8,compressed,5,0.8132234572633192,3.832886163279703e-05,21217,1,59.31370830535889,331.89980602264404,0,0,0,0,0,0,False,0,False,False,4.0,4.0,4.0,0,0,5,25,222105,10,222105,9,[],False,3391.6166499257088,223325,10,5,10,222105,500,720,44293,44293,0.5115550011396408,0.9225765243172646,1.7549027688801289,20,0,0.9466409683227539,640,177172,44293,337735,2500640,0
86,LiteDARE-Full-ContactAware,8601122,8,compressed,6,0.8203909543886546,0.007167497125335376,21404,187,60.9442720413208,392.84407806396484,0,0,0,0,0,0,False,0,False,False,4.0,4.0,4.0,0,0,5,28,201090,10,201090,8,[],False,3320.230075158179,202606,10,8,10,201090,796,720,40090,40090,0.5046511068940163,0.9053838439285755,1.7007351852953434,20,0,0.9563188068568707,640,160360,40090,476520,2500640,0
86,LiteDARE-Full-ContactAware,8601122,8,compressed,7,0.8640858566500574,0.043694902261402824,22544,1140,61.8885440826416,454.73262214660645,0,0,0,0,0,0,False,0,False,False,4.0,5.656854152679443,5.656854152679443,0,0,5,24,353510,10,353510,8,[],False,3625.65863924101,354630,10,4,10,353510,400,720,70574,70574,0.5799969658255577,1.9268933683633804,2.9460350051522255,20,0,0.9351852349936962,640,282296,70574,680350,2500640,0
86,LiteDARE-Full-ContactAware,8601122,8,compressed,8,0.8852817171330012,0.02119586048294375,23097,553,70.14652442932129,524.8791465759277,0,0,0,0,0,0,False,0,False,False,4.0,4.0,4.0,0,0,4,22,161327,8,161327,8,[],False,3363.9993597753346,162501,8,6,8,161327,598,576,32163,32163,0.38049882277846336,0.5579059943556786,1.1710785329341888,16,0,0.8448879234492779,512,128652,32163,780587,2000512,0
86,LiteDARE-Full-ContactAware,8601122,8,compressed,9,0.9061326178612495,0.020850900728248356,23641,544,65.20225238800049,590.0813989639282,0,0,0,0,0,0,False,0,False,False,12.649110794067383,12.649110794067383,12.649110794067383,0,0,1,6,10258,2,10258,8,[],False,3282.7261430211365,10602,2,2,2,10258,200,144,2026,2026,0.0720759853720665,0.06538396701216698,0.17284415662288666,4,0,0.812191516160965,128,8104,2026,203428,500128,0
86,LiteDARE-Full-ContactAware,8601122,8,compressed,10,0.9303181295515524,0.024185511690302808,24272,631,63.545398235321045,653.6267971992493,0,0,0,0,0,0,False,0,False,False,8.9442720413208,8.9442720413208,8.9442720413208,0,0,0,0,0,0,0,8,[],False,3247.0207228325307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8954731747508049,0,0,0,0,0,0
