episode,method,seed,team_size,communication_mode,step,coverage,coverage_delta,known_free_cells,newly_explored_free_cells,step_path_length,cumulative_team_path_length,waiting_robots,deadlocked_robots,deadlock_recoveries,preferred_vertex_conflicts,preferred_swap_conflicts,preferred_proximity_conflicts,preferred_conflict_step,actual_collision_pairs,actual_collision_step,conflict_avoided_step,minimum_preferred_pairwise_distance,minimum_proposed_pairwise_distance,minimum_actual_pairwise_distance,dynamic_safety_blocks,static_safety_blocks,contact_pairs,communication_packets_delta,communication_bytes_delta,map_packets_delta,map_bytes_delta,resolver_backtracking_nodes,escape_robot_ids,used_serial_fallback,step_runtime_ms,communication_payload_bytes_delta,communication_map_packets_delta,communication_region_packets_delta,communication_motion_packets_delta,communication_map_bytes_delta,communication_region_bytes_delta,communication_motion_bytes_delta,communication_payload_cells_delta,communication_cells_received_delta,communication_encode_ms_delta,communication_decode_apply_ms_delta,communication_exchange_wall_ms_delta,communication_delivery_events_delta,communication_conflicts_delta,communication_local_map_sync_ms_delta,communication_header_bytes_delta,communication_index_bytes_delta,communication_value_bytes_delta,communication_raw_equivalent_bytes_delta,communication_dense_grid_reference_bytes_delta,communication_deferred_cells_delta
91,LiteDARE-Full-ContactAware,9100082,4,compressed,1,0.3662152988674122,0.11972560648826328,10250,3351,32.9442720413208,32.9442720413208,0,0,0,0,0,0,False,0,False,False,20.0,20.0,20.0,0,0,1,4,20108,2,20108,4,[],False,1625.1311488449574,20252,2,0,2,20108,0,144,3996,3996,0.09332317858934402,0.13234885409474373,0.27488498017191887,4,0,0.6319642998278141,128,15984,3996,20108,500128,0
91,LiteDARE-Full-ContactAware,9100082,4,compressed,2,0.4245953767551538,0.05838007788774158,11884,1634,32.0,64.9442720413208,0,0,0,0,0,0,False,0,False,False,34.1760139465332,34.1760139465332,34.1760139465332,0,0,0,0,0,0,0,4,[],False,1715.786294080317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533809419721365,0,0,0,0,0,0
91,LiteDARE-Full-ContactAware,9100082,4,compressed,3,0.5096645110579157,0.08506913430276186,14265,2381,28.9442720413208,93.8885440826416,0,0,0,0,0,0,False,0,False,False,29.120439529418945,29.120439529418945,29.120439529418945,0,0,0,0,0,0,0,4,[],False,1502.1279230713844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5095605738461018,0,0,0,0,0,0
91,LiteDARE-Full-ContactAware,9100082,4,compressed,4,0.5761191896816606,0.06645467862374499,16125,1860,37.20225238800049,131.0907964706421,0,0,0,0,0,0,False,0,False,False,21.540658950805664,21.540658950805664,21.540658950805664,0,0,0,0,0,0,0,4,[],False,1720.2111328952014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48765214160084724,0,0,0,0,0,0
91,LiteDARE-Full-ContactAware,9100082,4,compressed,5,0.5806924148772732,0.00457322519561254,16253,128,29.8885440826416,160.9793405532837,0,0,0,0,0,0,False,0,False,False,17.8885440826416,17.8885440826416,17.8885440826416,0,0,0,0,0,0,0,4,[],False,1543.4000310488045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5089188925921917,0,0,0,0,0,0
91,LiteDARE-Full-ContactAware,9100082,4,compressed,6,0.5806924148772732,0.0,16253,0,32.9442720413208,193.9236125946045,0,0,0,0,0,0,False,0,False,False,4.0,4.0,4.0,0,0,0,0,0,0,0,4,[],False,1603.5493086092174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4719891585409641,0,0,0,0,0,0
91,LiteDARE-Full-ContactAware,9100082,4,compressed,7,0.6196720140055022,0.038979599128229014,17344,1091,32.0,225.9236125946045,0,0,0,0,0,0,False,0,False,False,4.0,4.0,4.0,0,0,1,4,24023,2,24023,4,[],False,1548.8296770490706,24167,2,0,2,24023,0,144,4779,4779,0.08414313197135925,0.153255183249712,0.28899265453219414,4,0,0.4527326673269272,128,19116,4779,47883,500128,0
91,LiteDARE-Full-ContactAware,9100082,4,compressed,8,0.6376790882132266,0.018007074207724405,17848,504,36.25798034667969,262.1815929412842,0,0,0,0,0,0,False,0,False,False,8.9442720413208,8.9442720413208,8.9442720413208,0,0,1,5,128,2,128,4,[],False,1593.16824702546,372,2,1,2,128,100,144,0,0,0.055694952607154846,0.02434058114886284,0.10538706555962563,4,0,0.43981894850730896,128,0,0,60508,500128,0
91,LiteDARE-Full-ContactAware,9100082,4,compressed,9,0.6630104683982994,0.02533138018507275,18557,709,36.25798034667969,298.43957328796387,0,0,0,0,0,0,False,0,False,False,5.656854152679443,5.656854152679443,5.656854152679443,0,0,1,5,128,2,128,4,[],False,1622.3865691572428,372,2,1,2,128,100,144,0,0,0.0550663098692894,0.02525094896554947,0.10650791227817535,4,0,0.47512492164969444,128,0,0,60508,500128,0
91,LiteDARE-Full-ContactAware,9100082,4,compressed,10,0.6701204044446032,0.007109936046303833,18756,199,28.9442720413208,327.38384532928467,0,0,0,0,0,0,False,0,False,False,4.0,4.0,4.0,0,0,1,6,128,2,128,4,[],False,1604.4651251286268,472,2,2,2,128,200,144,0,0,0.056521035730838776,0.02813851460814476,0.11477107182145119,4,0,0.5208305083215237,128,0,0,60508,500128,0
