episode,method,seed,team_size,communication_mode,step,coverage,coverage_delta,known_free_cells,newly_explored_free_cells,step_path_length,cumulative_team_path_length,waiting_robots,deadlocked_robots,deadlock_recoveries,preferred_vertex_conflicts,preferred_swap_conflicts,preferred_proximity_conflicts,preferred_conflict_step,actual_collision_pairs,actual_collision_step,conflict_avoided_step,minimum_preferred_pairwise_distance,minimum_proposed_pairwise_distance,minimum_actual_pairwise_distance,dynamic_safety_blocks,static_safety_blocks,contact_pairs,communication_packets_delta,communication_bytes_delta,map_packets_delta,map_bytes_delta,resolver_backtracking_nodes,escape_robot_ids,used_serial_fallback,step_runtime_ms,communication_payload_bytes_delta,communication_map_packets_delta,communication_region_packets_delta,communication_motion_packets_delta,communication_map_bytes_delta,communication_region_bytes_delta,communication_motion_bytes_delta,communication_payload_cells_delta,communication_cells_received_delta,communication_encode_ms_delta,communication_decode_apply_ms_delta,communication_exchange_wall_ms_delta,communication_delivery_events_delta,communication_conflicts_delta,communication_local_map_sync_ms_delta,communication_header_bytes_delta,communication_index_bytes_delta,communication_value_bytes_delta,communication_raw_equivalent_bytes_delta,communication_dense_grid_reference_bytes_delta,communication_deferred_cells_delta
95,LiteDARE-Full-ContactAware,9500082,4,compressed,1,0.3716777918833695,0.05745526024816744,9076,1403,36.25798034667969,36.25798034667969,0,0,0,0,0,0,False,0,False,False,20.0,20.0,20.0,0,0,0,0,0,0,0,4,[],False,1400.074124801904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5933921784162521,0,0,0,0,0,0
95,LiteDARE-Full-ContactAware,9500082,4,compressed,2,0.48335312666366353,0.11167533478029401,11803,2727,33.8885440826416,70.14652442932129,0,0,0,0,0,0,False,0,False,False,26.832815170288086,26.832815170288086,26.832815170288086,0,0,0,0,0,0,0,4,[],False,1653.4298011101782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5130846984684467,0,0,0,0,0,0
95,LiteDARE-Full-ContactAware,9500082,4,compressed,3,0.5390884147589992,0.05573528809533562,13164,1361,28.9442720413208,99.09079647064209,0,0,0,0,0,0,False,0,False,False,20.39607810974121,20.39607810974121,20.39607810974121,0,0,0,0,0,0,0,4,[],False,1497.4644919857383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5255686119198799,0,0,0,0,0,0
95,LiteDARE-Full-ContactAware,9500082,4,compressed,4,0.6215651746590769,0.08247675990007775,15178,2014,35.31370830535889,134.40450477600098,0,0,0,0,0,0,False,0,False,False,21.540658950805664,21.540658950805664,21.540658950805664,0,0,0,0,0,0,0,4,[],False,1692.8838370367885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5358750931918621,0,0,0,0,0,0
95,LiteDARE-Full-ContactAware,9500082,4,compressed,5,0.6811089725213972,0.059543797862320336,16632,1454,30.601126194000244,165.00563097000122,0,0,0,0,0,0,False,0,False,False,8.9442720413208,8.9442720413208,8.9442720413208,0,0,0,0,0,0,0,4,[],False,1559.4645631499588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5175615660846233,0,0,0,0,0,0
95,LiteDARE-Full-ContactAware,9500082,4,compressed,6,0.7259511036487981,0.044842131127400875,17727,1095,29.8885440826416,194.89417505264282,0,0,0,0,0,0,False,0,False,False,16.492422103881836,16.492422103881836,16.492422103881836,0,0,1,4,63998,2,63998,4,[],False,1681.46814359352,64142,2,0,2,63998,0,144,12774,12774,0.12575788423419,0.30967313796281815,0.5270987749099731,4,0,0.5480400286614895,128,51096,12774,63998,500128,0
95,LiteDARE-Full-ContactAware,9500082,4,compressed,7,0.7544534993242966,0.028502395675498504,18423,696,28.9442720413208,223.83844709396362,0,0,0,0,0,0,False,0,False,False,28.284271240234375,28.284271240234375,28.284271240234375,0,0,0,0,0,0,0,4,[],False,1603.3599968068302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518004409968853,0,0,0,0,0,0
95,LiteDARE-Full-ContactAware,9500082,4,compressed,8,0.795937589581883,0.04148409025758637,19436,1013,30.601126194000244,254.43957328796387,0,0,0,0,0,0,False,0,False,False,25.612497329711914,25.612497329711914,25.612497329711914,0,0,0,0,0,0,0,4,[],False,1633.8903750292957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5142777226865292,0,0,0,0,0,0
95,LiteDARE-Full-ContactAware,9500082,4,compressed,9,0.8022441541422662,0.006306564560383254,19590,154,28.9442720413208,283.38384532928467,0,0,0,0,0,0,False,0,False,False,12.649110794067383,12.649110794067383,12.649110794067383,0,0,0,0,0,0,0,4,[],False,1825.1916533336043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5337242037057877,0,0,0,0,0,0
95,LiteDARE-Full-ContactAware,9500082,4,compressed,10,0.8022441541422662,0.0,19590,0,25.656854152679443,309.0406994819641,0,0,0,0,0,0,False,0,False,False,25.612497329711914,20.0,20.0,0,0,0,0,0,0,0,4,[],False,1707.8189398162067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4969392903149128,0,0,0,0,0,0
